[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-24 17:51:38] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-24 17:51:38] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697\
[2024-12-24 17:51:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:f6917880826cd56102d977860f9ea0fb90fe9550===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 676
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 198536 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1-1638x2048.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af51142a0a-lxUiut.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1-1638x2048.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af51148d33-lnn9Hg.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg?simply_static_page=603
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg?simply_static_page=603
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:f6917880826cd56102d977860f9ea0fb90fe9550===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5114dac9-yC2E0G.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg?simply_static_page=603
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg?simply_static_page=603
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 299147 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af51148d33-lnn9Hg.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 299147 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5114dac9-yC2E0G.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2023/10/homme-tenue-blanche-agissant-dans-scene-scaled-1.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:364b8de560aa7e6c6915a2cc07c4049bf4b9fc18===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:364b8de560aa7e6c6915a2cc07c4049bf4b9fc18===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 676
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af511576cd-QuKXga.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg?simply_static_page=604
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg?simply_static_page=604
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5115828e-GjGtkB.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg?simply_static_page=604
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg?simply_static_page=604
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 8376 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 8376 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af511576cd-QuKXga.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5115828e-GjGtkB.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-200x300.jpg
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:f5421c7af1d80da8a893e80541a8c70a589fd5e9===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:f5421c7af1d80da8a893e80541a8c70a589fd5e9===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5116341c-RY89JA.tmp
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg?simply_static_page=605
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 676
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg?simply_static_page=605
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af51164b22-z0KLyh.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg?simply_static_page=605
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg?simply_static_page=605
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 52216 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5116341c-RY89JA.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af51164b22-z0KLyh.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-683x1024.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:02dd033e17512b4a466e606dbf5cee0385004874===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 676
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af51171667-I4O1LC.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg?simply_static_page=606
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg?simply_static_page=606
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg?simply_static_page=606
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg?simply_static_page=606
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 62695 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 62695 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af51171667-I4O1LC.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5117164c-oDvG1r.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-768x1152.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:4840e9eaf4be37b127dea1c99d49782fd223c1a5===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5117e552-G94YIy.tmp
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg?simply_static_page=607
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg?simply_static_page=607
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af51182b0a-AiFdYA.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg?simply_static_page=607
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg?simply_static_page=607
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 103503 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 103503 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5117e552-G94YIy.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af51182b0a-AiFdYA.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1024x1536.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:2f29bbbcd832428f9dd196092761886dd22831a9===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:2f29bbbcd832428f9dd196092761886dd22831a9===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5118f26a-D0DLyU.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg?simply_static_page=608
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg?simply_static_page=608
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5118f7b7-6uxCYC.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg?simply_static_page=608
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg?simply_static_page=608
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 181780 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 181780 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5118f26a-D0DLyU.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5118f7b7-6uxCYC.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/side-view-sensitive-man-posing-1365x2048.jpg
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:90d4e83835f73144d6c051147837d47ba34a60a1===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5119ba31-naChZA.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg?simply_static_page=609
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg?simply_static_page=609
[2024-12-24 17:53:21] [class-ss-page.php:119] Checking Content Identical:90d4e83835f73144d6c051147837d47ba34a60a1===. Value: FALSE
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg
[2024-12-24 17:53:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 676
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af5119dccc-W9W7ND.tmp
[2024-12-24 17:53:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg?simply_static_page=609
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg?simply_static_page=609
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 8262 bytes
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af5119ba31-naChZA.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:103] Filesize: 8262 bytes
[2024-12-24 17:53:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-12-24 17:53:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/young-man-posing-inside-full-shot-200x300.jpg
